"0","#| code-fold: true"
"0","#| code-summary: ""Voir la correction"""
"0","abs(x)"
"1","  [1]"
"1"," 1.85574909"
"1"," 0.54117884"
"1"," 0.45518286"
"1"," 0.22270690"
"1","
"
"1","  [5]"
"1"," 0.57108907"
"1"," 0.27666158"
"1"," 0.41737962"
"1"," 0.32542423"
"1","
"
"1","  [9]"
"1"," 0.99543585"
"1"," 0.58250681"
"1"," 2.58399725"
"1"," 0.48327788"
"1","
"
"1"," [13]"
"1"," 1.51818339"
"1"," 0.55913559"
"1"," 0.20385387"
"1"," 0.30237005"
"1","
"
"1"," [17]"
"1"," 1.76756778"
"1"," 1.75913010"
"1"," 1.19442452"
"1"," 1.06333094"
"1","
"
"1"," [21]"
"1"," 1.68238090"
"1"," 0.46061773"
"1"," 0.25167509"
"1"," 0.38374751"
"1","
"
"1"," [25]"
"1"," 1.77391253"
"1"," 0.47200392"
"1"," 2.06245528"
"1"," 0.25415520"
"1","
"
"1"," [29]"
"1"," 0.38475149"
"1"," 0.29951813"
"1"," 0.63689839"
"1"," 1.21737745"
"1","
"
"1"," [33]"
"1"," 0.66784497"
"1"," 0.28300890"
"1"," 0.53015940"
"1"," 0.90172588"
"1","
"
"1"," [37]"
"1"," 0.88977916"
"1"," 0.26542640"
"1"," 0.50075054"
"1"," 0.87440431"
"1","
"
"1"," [41]"
"1"," 0.25863208"
"1"," 0.28193896"
"1"," 0.86484487"
"1"," 1.04268008"
"1","
"
"1"," [45]"
"1"," 0.71038537"
"1"," 0.86695391"
"1"," 0.14066352"
"1"," 0.48631277"
"1","
"
"1"," [49]"
"1"," 0.03093615"
"1"," 0.20029344"
"1"," 0.69075871"
"1"," 0.13886615"
"1","
"
"1"," [53]"
"1"," 0.94497593"
"1"," 0.93471341"
"1"," 1.66707572"
"1"," 0.31637381"
"1","
"
"1"," [57]"
"1"," 0.13833978"
"1"," 0.09110898"
"1"," 0.08448024"
"1"," 0.72501472"
"1","
"
"1"," [61]"
"1"," 0.18990729"
"1"," 0.28831530"
"1"," 0.51306150"
"1"," 0.70779990"
"1","
"
"1"," [65]"
"1"," 1.07960193"
"1"," 1.63857250"
"1"," 1.62068549"
"1"," 1.50606598"
"1","
"
"1"," [69]"
"1"," 0.61691182"
"1"," 1.76356145"
"1"," 0.78406055"
"1"," 1.67097020"
"1","
"
"1"," [73]"
"1"," 0.49419582"
"1"," 1.11009853"
"1"," 0.14399290"
"1"," 0.37416729"
"1","
"
"1"," [77]"
"1"," 0.07630757"
"1"," 0.37620167"
"1"," 0.18043558"
"1"," 0.01103006"
"1","
"
"1"," [81]"
"1"," 1.73299653"
"1"," 1.10352414"
"1"," 0.09230857"
"1"," 0.68936825"
"1","
"
"1"," [85]"
"1"," 0.57227810"
"1"," 0.30629490"
"1"," 0.04290168"
"1"," 1.78154160"
"1","
"
"1"," [89]"
"1"," 0.53184204"
"1"," 2.37923900"
"1"," 0.38853313"
"1"," 1.21706843"
"1","
"
"1"," [93]"
"1"," 0.09963849"
"1"," 0.42988531"
"1"," 0.17272274"
"1"," 0.51102030"
"1","
"
"1"," [97]"
"1"," 0.45067615"
"1"," 0.76971246"
"1"," 0.15956416"
"1"," 0.26473857"
"1","
"
